,UWI,Depth,FACIES,DTC,GR,NPHI,PEF,RESD,RESM,RHOB
8897,Torosa 1,3631.628962,6.0,86.52171411,47.29366848,0.173038928,4.029821282,2.568339135,2.796536467,2.568681079
8898,Torosa 1,3631.781306,6.0,85.26997052,50.5070071,0.207950623,3.848409032,1.3481196780000002,1.4732790619999998,2.500994927
8899,Torosa 1,3631.93365,6.0,82.17873581,54.20014059,0.22748862600000005,3.826847921,1.301832037,1.42647459,2.500525586
8900,Torosa 1,3632.085994,6.0,79.84219058,55.49116764,0.226222222,3.866672517,1.4068905580000002,1.550758179,2.516816427
8901,Torosa 1,3632.238337,6.0,79.36696101,54.26587398,0.21744732,3.754706459,1.393105359,1.543299042,2.516711181
8902,Torosa 1,3632.390681,6.0,78.83891996,51.905265,0.206562478,3.666690426,1.626506696,1.811056702,2.51896991
8903,Torosa 1,3632.543025,6.0,78.87700669,48.49850702,0.189797505,3.795396348,2.628888308,2.936356847,2.569453438
8904,Torosa 1,3632.695369,6.0,79.25548877,45.26903833,0.17959461699999998,3.911405127,3.270663004,3.650607801,2.596089881
8905,Torosa 1,3632.847713,6.0,79.67290522,44.30469652,0.17820978,3.793506817,2.683261699,2.996557675,2.578013632
8906,Torosa 1,3633.000056,6.0,79.99520788,44.64597364,0.178029733,3.660028082,2.054320086,2.29727363,2.546987581
8907,Torosa 1,3633.1524,6.0,80.3658198,44.74411141,0.17670228,3.654401027,1.842541757,2.066836438,2.536819346
8908,Torosa 1,3633.304744,6.0,80.96573067,45.16543784,0.174497665,3.767574147,1.878023418,2.115146865,2.55072975
8909,Torosa 1,3633.457088,6.0,81.24044245,46.38700907,0.179233925,3.784631332,1.722100919,1.941735599,2.541840974
8910,Torosa 1,3633.609432,6.0,80.43263603,47.95696227,0.17917595,3.884210203,1.881151967,2.120103021,2.554139396
8911,Torosa 1,3633.761775,6.0,77.83724504,47.72657875,0.173448706,3.983153608,2.180552215,2.453968345,2.562680771
8912,Torosa 1,3633.914119,6.0,76.12909649,47.02868618,0.169021571,3.934139974,1.940719799,2.185582706,2.553034893
8913,Torosa 1,3634.066463,6.0,73.67097678,47.89196647,0.17267037100000002,3.89765628,1.70563241,1.926890799,2.556447484
8914,Torosa 1,3634.218807,6.0,70.64776068,48.99883076,0.17900642600000002,3.832928568,1.794754898,2.023551298,2.538833664
